regiao,UF,municipio,codigo_municipio,urbana,rural,total,ano,ideb,fundeb
Norte ,RO,alta floresta d'oeste,1100015,970,386,1356,2017,5.1,8565667.03
Norte ,RO,alto alegre dos parecis,1100379,523,561,1084,2017,5.7,7220375.26
Norte ,RO,alto paraíso,1100403,742,655,1397,2017,5.8,8294997.91
Norte ,RO,alvorada d'oeste,1100346,760,216,976,2017,5.6,6205244.17
Norte ,RO,ariquemes,1100023,5822,1208,7030,2017,5.4,42686766.39
Norte ,RO,buritis,1100452,2294,873,3167,2017,5.6,15723779.42
Norte ,RO,cabixi,1100031,596,0,596,2017,6.1,2358897.82
Norte ,RO,cacaulândia,1100601,393,114,507,2017,5.8,2551085.93
Norte ,RO,cacoal,1100049,2808,956,3764,2017,6.1,24603681.4
Norte ,RO,campo novo de rondônia,1100700,506,780,1286,2017,5.3,7185239.63
Norte ,RO,candeias do jamari,1100809,1077,1102,2179,2017,4.1,13316597.99
Norte ,RO,castanheiras,1100908,0,340,340,2017,,1778607.58
Norte ,RO,cerejeiras,1100056,887,114,1001,2017,6,5624240.41
Norte ,RO,chupinguaia,1100924,619,510,1129,2017,5.2,5874319.01
Norte ,RO,colorado do oeste,1100064,1081,282,1363,2017,6.4,3689054.31
Norte ,RO,corumbiara,1100072,302,313,615,2017,5.7,3251143.9000000004
Norte ,RO,costa marques,1100080,739,670,1409,2017,5,7656786.87
Norte ,RO,cujubim,1100940,1242,457,1699,2017,4.5,11812678.15
Norte ,RO,espigão d'oeste,1100098,953,574,1527,2017,5.9,10457583.02
Norte ,RO,governador jorge teixeira,1101005,311,526,837,2017,5.5,4453442.26
Norte ,RO,guajará-mirim,1100106,3146,288,3434,2017,4.9,16086982.57
Norte ,RO,itapuã do oeste,1101104,1069,112,1181,2017,4.8,5771773.66
Norte ,RO,jaru,1100114,2441,792,3233,2017,5.7,17294803.92
Norte ,RO,ji-paraná,1100122,3176,786,3962,2017,7,26209370.76
Norte ,RO,machadinho d'oeste,1100130,1588,1653,3241,2017,4.9,18077911.24
Norte ,RO,ministro andreazza,1101203,353,200,553,2017,6.6,4346540.24
Norte ,RO,mirante da serra,1101302,688,170,858,2017,5.4,4312785.42
Norte ,RO,monte negro,1101401,593,495,1088,2017,4.7,6102606.66
Norte ,RO,nova brasilândia d'oeste,1100148,636,422,1058,2017,5.8,6735663.74
Norte ,RO,nova mamoré,1100338,862,1766,2628,2017,4.6,14138426.7
Norte ,RO,nova união,1101435,385,261,646,2017,5.4,3894700.76
Norte ,RO,novo horizonte do oeste,1100502,584,0,584,2017,5.5,3004422.43
Norte ,RO,ouro preto do oeste,1100155,2530,469,2999,2017,5.9,16666004.04
Norte ,RO,parecis,1101450,276,44,320,2017,5.1,2109750.98
Norte ,RO,pimenta bueno,1100189,2322,322,2644,2017,6.1,13196659.72
Norte ,RO,pimenteiras do oeste,1101468,272,0,272,2017,6.3,959772.26
Norte ,RO,porto velho,1100205,22878,8141,31019,2017,5.1,158428902.19
Norte ,RO,presidente médici,1100254,860,239,1099,2017,6.1,6367909.42
Norte ,RO,primavera de rondônia,1101476,249,113,362,2017,5.1,1662124.81
Norte ,RO,rio crespo,1100262,364,0,364,2017,4.7,1662375.05
Norte ,RO,rolim de moura,1100288,2674,474,3148,2017,5.7,17030054.56
Norte ,RO,santa luzia d'oeste,1100296,603,40,643,2017,6.8,2943876.62
Norte ,RO,são felipe d'oeste,1101484,411,0,411,2017,5.8,2041597.14
Norte ,RO,são francisco do guaporé,1101492,953,532,1485,2017,5.5,8968808.58
Norte ,RO,são miguel do guaporé,1100320,1182,684,1866,2017,5.6,10969355.88
Norte ,RO,seringueiras,1101500,633,411,1044,2017,5.4,5991490.21
Norte ,RO,teixeirópolis,1101559,224,190,414,2017,6,2594172.87
Norte ,RO,theobroma,1101609,0,590,590,2017,,6154012.88
Norte ,RO,urupá,1101708,574,472,1046,2017,6,6319010.12
Norte ,RO,vale do anari,1101757,469,358,827,2017,5.6,5241461.46
Norte ,RO,vale do paraíso,1101807,459,166,625,2017,5.1,3925705.3
Norte ,RO,vilhena,1100304,6359,303,6662,2017,5.7,35447837.11
Norte ,AC,acrelândia,1200013,879,430,1309,2017,5.4,8485707.1
Norte ,AC,assis brasil,1200054,636,453,1089,2017,4.9,4937016.73
Norte ,AC,brasiléia,1200104,1173,997,2170,2017,5.9,12360092.86
Norte ,AC,bujari,1200138,687,362,1049,2017,4.6,6093299.11
Norte ,AC,capixaba,1200179,670,583,1253,2017,4.2,8291574.65
Norte ,AC,cruzeiro do sul,1200203,2807,2137,4944,2017,4.9,39470576.51
Norte ,AC,epitaciolândia,1200252,1159,345,1504,2017,5.8,7723275.09
Norte ,AC,feijó,1200302,866,1789,2655,2017,5.5,17130323.86
Norte ,AC,jordão,1200328,255,1078,1333,2017,4.2,12018750.46
Norte ,AC,mâncio lima,1200336,1591,549,2140,2017,5.3,12924039.08
Norte ,AC,manoel urbano,1200344,873,448,1321,2017,5,6013211.8100000005
Norte ,AC,marechal thaumaturgo,1200351,904,2055,2959,2017,4.2,22249729.58
Norte ,AC,plácido de castro,1200385,494,562,1056,2017,4.9,8335999.19
Norte ,AC,porto acre,1200807,318,840,1158,2017,4.8,6827154.75
Norte ,AC,porto walter,1200393,586,1007,1593,2017,3.7,10057159.29
Norte ,AC,rio branco,1200401,7766,1433,9199,2017,6.5,82666937.78
Norte ,AC,rodrigues alves,1200427,678,1245,1923,2017,5.8,14879787.93
Norte ,AC,santa rosa do purus,1200435,405,646,1051,2017,3.4,7841983.65
Norte ,AC,sena madureira,1200500,2408,1204,3612,2017,5.9,19539854.76
Norte ,AC,senador guiomard,1200450,1075,61,1136,2017,5.8,9885345.87
Norte ,AC,tarauacá,1200609,2092,2795,4887,2017,4.8,26195163.18
Norte ,AC,xapuri,1200708,285,417,702,2017,4.7,5012612.34
Norte ,AM,alvarães,1300029,848,1075,1923,2017,3.3,12267325.64
Norte ,AM,amaturá,1300060,383,830,1213,2017,3.9,8303496.18
Norte ,AM,anamã,1300086,351,547,898,2017,4.4,5928320.569999999
Norte ,AM,anori,1300102,669,325,994,2017,5.3,6760900.2
Norte ,AM,apuí,1300144,454,351,805,2017,4.5,6839555.02
Norte ,AM,atalaia do norte,1300201,657,1140,1797,2017,4.4,15050929.22
Norte ,AM,autazes,1300300,542,3092,3634,2017,4.5,25234948.27
Norte ,AM,barcelos,1300409,702,971,1673,2017,4.3,7964110.14
Norte ,AM,barreirinha,1300508,322,3585,3907,2017,4,28623405.87
Norte ,AM,benjamin constant,1300607,1953,2529,4482,2017,4,31414134.8
Norte ,AM,beruri,1300631,1077,1775,2852,2017,4.4,16894740.73
Norte ,AM,boa vista do ramos,1300680,455,947,1402,2017,-,10155216.31
Norte ,AM,boca do acre,1300706,1268,1371,2639,2017,6,15806609.76
Norte ,AM,borba,1300805,911,2456,3367,2017,4.8,25190887.21
Norte ,AM,caapiranga,1300839,287,1033,1320,2017,3.9,8755366.64
Norte ,AM,canutama,1300904,666,675,1341,2017,3.6,6213959.86
Norte ,AM,carauari,1301001,1914,909,2823,2017,4,14737574.24
Norte ,AM,careiro,1301100,763,2329,3092,2017,4.5,20672031.03
Norte ,AM,careiro da várzea,1301159,341,1363,1704,2017,4.1,12013580.46
Norte ,AM,coari,1301209,3188,2770,5958,2017,3.8,42906329.34
Norte ,AM,codajás,1301308,883,707,1590,2017,4.3,9695863.4
Norte ,AM,eirunepé,1301407,1848,1468,3316,2017,3.7,20132975.03
Norte ,AM,envira,1301506,988,781,1769,2017,2.9,10105617.88
Norte ,AM,fonte boa,1301605,1637,1921,3558,2017,2.8,16572810.6
Norte ,AM,guajará,1301654,1021,693,1714,2017,4.1,8221257.6
Norte ,AM,humaitá,1301704,2564,1685,4249,2017,4.3,27791538.9
Norte ,AM,ipixuna,1301803,1023,1166,2189,2017,3.6,9217015.67
Norte ,AM,iranduba,1301852,1816,3817,5633,2017,4.5,43739398.82
Norte ,AM,itacoatiara,1301902,4647,4582,9229,2017,5.2,62058031.0
Norte ,AM,itamarati,1301951,650,664,1314,2017,4.2,8587209.16
Norte ,AM,itapiranga,1302009,453,265,718,2017,4.4,5744110.3
Norte ,AM,japurá,1302108,463,599,1062,2017,4.6,10155904.63
Norte ,AM,juruá,1302207,564,859,1423,2017,2.9,8838081.64
Norte ,AM,jutaí,1302306,1599,1729,3328,2017,3.7,22090466.84
Norte ,AM,lábrea,1302405,2070,1913,3983,2017,3.7,26425605.26
Norte ,AM,manacapuru,1302504,4488,4022,8510,2017,4.9,49415508.88
Norte ,AM,manaquiri,1302553,676,1139,1815,2017,4.2,12555349.82
Norte ,AM,manaus,1302603,111075,5971,117046,2017,5.8,708244477.63
Norte ,AM,manicoré,1302702,1383,2903,4286,2017,4.8,30079336.08
Norte ,AM,maraã,1302801,706,1449,2155,2017,3.2,17738044.54
Norte ,AM,maués,1302900,1979,3929,5908,2017,4.8,41174929.24
Norte ,AM,nhamundá,1303007,356,1210,1566,2017,5.1,11756736.34
Norte ,AM,nova olinda do norte,1303106,953,1511,2464,2017,4.3,19982989.52
Norte ,AM,novo airão,1303205,1065,363,1428,2017,5.3,9287759.4
Norte ,AM,novo aripuanã,1303304,703,640,1343,2017,3.9,9548888.52
Norte ,AM,parintins,1303403,3723,3817,7540,2017,5.2,57492873.22
Norte ,AM,pauini,1303502,1218,1510,2728,2017,3.1,9718012.3
Norte ,AM,presidente figueiredo,1303536,1895,1806,3701,2017,5,26908876.81
Norte ,AM,rio preto da eva,1303569,1318,1212,2530,2017,4.8,16524694.36
Norte ,AM,santa isabel do rio negro,1303601,391,409,800,2017,4.3,6741065.9
Norte ,AM,santo antônio do içá,1303700,1532,1748,3280,2017,3.7,18725871.98
Norte ,AM,são gabriel da cachoeira,1303809,624,3337,3961,2017,3.7,33889049.81
Norte ,AM,são paulo de olivença,1303908,960,2733,3693,2017,4,26010203.04
Norte ,AM,são sebastião do uatumã,1303957,564,260,824,2017,5.1,4424149.65
Norte ,AM,silves,1304005,474,574,1048,2017,4,6963644.03
Norte ,AM,tabatinga,1304062,3093,2709,5802,2017,4.1,41199767.370000005
Norte ,AM,tapauá,1304104,665,1267,1932,2017,3.8,10845536.27
Norte ,AM,tefé,1304203,4134,2357,6491,2017,4.1,46209974.44
Norte ,AM,tonantins,1304237,1086,911,1997,2017,3.3,13417176.42
Norte ,AM,uarini,1304260,1044,794,1838,2017,3.3,13114125.91
Norte ,AM,urucará,1304302,1040,455,1495,2017,5.1,10141118.16
Norte ,AM,urucurituba,1304401,599,702,1301,2017,3.6,7466260.39
Norte ,RR,alto alegre,1400050,563,265,828,2017,4.5,8990873.629999999
Norte ,RR,amajari,1400027,224,372,596,2017,4.5,5181545.35
Norte ,RR,boa vista,1400100,24148,1075,25223,2017,5.8,158640949.59
Norte ,RR,bonfim,1400159,687,770,1457,2017,4.5,12089565.3
Norte ,RR,cantá,1400175,0,1439,1439,2017,-,11259246.64
Norte ,RR,caracaraí,1400209,1290,783,2073,2017,4.4,15207440.25
Norte ,RR,caroebe,1400233,485,468,953,2017,4.5,6194197.720000001
Norte ,RR,iracema,1400282,476,295,771,2017,4.1,5054541.63
Norte ,RR,mucajaí,1400308,1036,687,1723,2017,4.3,10941577.78
Norte ,RR,normandia,1400407,466,274,740,2017,4.2,8673878.53
Norte ,RR,pacaraima,1400456,780,93,873,2017,5,7956294.15
Norte ,RR,rorainópolis,1400472,1555,1375,2930,2017,4.5,21862662.68
Norte ,RR,são joão da baliza,1400506,531,95,626,2017,4.1,4432095.67
Norte ,RR,são luiz,1400605,345,129,474,2017,4.2,2763023.6
Norte ,RR,uiramutã,1400704,128,345,473,2017,4.4,5589169.48
Norte ,PA,abaetetuba,1500107,6998,7371,14369,2017,4.6,74700184.11
Norte ,PA,abel figueiredo,1500131,700,87,787,2017,5.1,5358592.140000001
Norte ,PA,acará,1500206,1832,6828,8660,2017,3.7,60596748.66
Norte ,PA,afuá,1500305,1498,5704,7202,2017,3.3,43293409.55
Norte ,PA,água azul do norte,1500347,697,497,1194,2017,3.5,10192172.94
Norte ,PA,alenquer,1500404,3070,3808,6878,2017,4,46263546.68
Norte ,PA,almeirim,1500503,2651,2096,4747,2017,3.6,30088244.79
Norte ,PA,altamira,1500602,8377,3439,11816,2017,5.5,83334549.66
Norte ,PA,anajás,1500701,1872,3269,5141,2017,3.3,34484097.34
Norte ,PA,ananindeua,1500800,18581,71,18652,2017,5.2,125980704.98
Norte ,PA,anapu,1500859,2019,2034,4053,2017,4.2,25958843.3
Norte ,PA,augusto corrêa,1500909,1721,4433,6154,2017,4,44947942.05
Norte ,PA,aurora do pará,1500958,1011,2146,3157,2017,4.6,22441147.52
Norte ,PA,aveiro,1501006,343,1377,1720,2017,3.6,12344691.58
Norte ,PA,bagre,1501105,1609,2068,3677,2017,3.9,21781372.48
Norte ,PA,baião,1501204,1321,2408,3729,2017,3.9,28805179.43
Norte ,PA,bannach,1501253,298,118,416,2017,4,2875532.67
Norte ,PA,barcarena,1501303,7629,3504,11133,2017,4,72529903.33
Norte ,PA,belém,1501402,29898,645,30543,2017,5.1,225577227.52
Norte ,PA,belterra,1501451,903,1281,2184,2017,4.6,14852624.28
Norte ,PA,benevides,1501501,2580,2436,5016,2017,6.2,27116065.12
Norte ,PA,bom jesus do tocantins,1501576,914,400,1314,2017,4.7,8865860.65
Norte ,PA,bonito,1501600,528,848,1376,2017,4,6667874.99
Norte ,PA,bragança,1501709,4991,6206,11197,2017,3.9,61960597.27
Norte ,PA,brasil novo,1501725,1112,653,1765,2017,5.3,13502923.96
Norte ,PA,brejo grande do araguaia,1501758,476,392,868,2017,4.4,6955749.99
Norte ,PA,breu branco,1501782,3320,2146,5466,2017,4.4,38782992.13
Norte ,PA,breves,1501808,7002,11525,18527,2017,3.5,114800758.56
Norte ,PA,bujaru,1501907,1099,2290,3389,2017,4,23781343.87
Norte ,PA,cachoeira do arari,1502004,853,1485,2338,2017,3.9,13821216.27
Norte ,PA,cachoeira do piriá,1501956,707,1802,2509,2017,3.5,19434974.5
Norte ,PA,cametá,1502103,3857,12295,16152,2017,3.8,115696759.47
Norte ,PA,canaã dos carajás,1502152,4687,973,5660,2017,5,39933829.72
Norte ,PA,capanema,1502202,3578,1157,4735,2017,4.3,23649693.5
Norte ,PA,capitão poço,1502301,2186,2642,4828,2017,3.7,30497845.94
Norte ,PA,castanhal,1502400,11569,2196,13765,2017,4.8,79227247.72
Norte ,PA,chaves,1502509,612,3335,3947,2017,3.3,23412430.76
Norte ,PA,colares,1502608,497,903,1400,2017,4.4,6673207.0
Norte ,PA,conceição do araguaia,1502707,2038,1038,3076,2017,4.6,19708477.33
Norte ,PA,concórdia do pará,1502756,1839,1885,3724,2017,3.8,31034928.56
Norte ,PA,cumaru do norte,1502764,485,766,1251,2017,3.9,9456585.8
Norte ,PA,curionópolis,1502772,1629,434,2063,2017,5.3,15838503.97
Norte ,PA,curralinho,1502806,1582,3681,5263,2017,3.1,35219819.19
Norte ,PA,curuá,1502855,858,892,1750,2017,3.8,13697728.01
Norte ,PA,curuçá,1502905,1177,2574,3751,2017,3.8,19549051.81
Norte ,PA,dom eliseu,1502939,2924,892,3816,2017,5.4,33100701.2
Norte ,PA,eldorado do carajás,1502954,2008,1653,3661,2017,4.4,
Norte ,PA,faro,1503002,681,280,961,2017,4.1,6024726.140000001
Norte ,PA,floresta do araguaia,1503044,1298,749,2047,2017,4.3,15111744.19
Norte ,PA,garrafão do norte,1503077,1233,2402,3635,2017,3.7,26137779.16
Norte ,PA,goianésia do pará,1503093,2129,1407,3536,2017,4.5,27258118.65
Norte ,PA,gurupá,1503101,1672,3970,5642,2017,3.3,37916513.46
Norte ,PA,igarapé-açu,1503200,1424,1083,2507,2017,3.8,15220289.32
Norte ,PA,igarapé-miri,1503309,2705,6188,8893,2017,3.8,57413743.7
Norte ,PA,inhangapi,1503408,428,623,1051,2017,4.6,5606546.01
Norte ,PA,ipixuna do pará,1503457,1712,2750,4462,2017,4.5,30789946.9
Norte ,PA,irituia,1503507,926,2952,3878,2017,4.1,18909245.98
Norte ,PA,itaituba,1503606,8058,3115,11173,2017,4.8,82490759.0
Norte ,PA,itupiranga,1503705,2593,3146,5739,2017,3.9,38467502.79
Norte ,PA,jacareacanga,1503754,924,1816,2740,2017,3.8,21738139.88
Norte ,PA,jacundá,1503804,3558,349,3907,2017,4.3,31214745.75
Norte ,PA,juruti,1503903,2751,3751,6502,2017,4.6,47677556.95
Norte ,PA,limoeiro do ajuru,1504000,1088,2568,3656,2017,3.6,24246129.81
Norte ,PA,mãe do rio,1504059,2805,956,3761,2017,4.7,28521271.62
Norte ,PA,magalhães barata,1504109,343,586,929,2017,3.9,5611119.01
Norte ,PA,marabá,1504208,18086,5490,23576,2017,4.6,181135922.12
Norte ,PA,maracanã,1504307,1177,2137,3314,2017,4.4,26158636.58
Norte ,PA,marapanim,1504406,994,1929,2923,2017,3.8,22211816.02
Norte ,PA,marituba,1504422,8826,953,9779,2017,4.8,78153250.0
Norte ,PA,medicilândia,1504455,1307,1627,2934,2017,4.3,19787349.36
Norte ,PA,melgaço,1504505,1346,3424,4770,2017,3.3,29260739.26
Norte ,PA,mocajuba,1504604,2302,1479,3781,2017,3.9,27420357.23
Norte ,PA,moju,1504703,2883,6909,9792,2017,4.8,74278851.9
Norte ,PA,mojuí dos campos,1504752,866,1375,2241,2017,5,15399406.35
Norte ,PA,monte alegre,1504802,2730,4021,6751,2017,4.4,54994063.33
Norte ,PA,muaná,1504901,1374,3128,4502,2017,4.2,29485631.81
Norte ,PA,nova esperança do piriá,1504950,1543,1198,2741,2017,3.5,18989314.22
Norte ,PA,nova ipixuna,1504976,942,586,1528,2017,4,10998578.47
Norte ,PA,nova timboteua,1505007,478,594,1072,2017,4.1,8678605.92
Norte ,PA,novo progresso,1505031,2202,632,2834,2017,5,22456840.36
Norte ,PA,novo repartimento,1505064,2952,5101,8053,2017,4.2,55073284.4
Norte ,PA,óbidos,1505106,3258,3410,6668,2017,4.8,44947366.72
Norte ,PA,oeiras do pará,1505205,2343,3157,5500,2017,3.5,34798116.99
Norte ,PA,oriximiná,1505304,4849,3246,8095,2017,4.8,55628127.07
Norte ,PA,ourém,1505403,586,1286,1872,2017,4.7,9036494.58
Norte ,PA,ourilândia do norte,1505437,2482,842,3324,2017,4.8,21876870.97
Norte ,PA,pacajá,1505486,2557,2449,5006,2017,4,30638035.6
Norte ,PA,palestina do pará,1505494,628,197,825,2017,3.6,6101919.72
Norte ,PA,paragominas,1505502,8978,2152,11130,2017,5.7,83792412.58
Norte ,PA,parauapebas,1505536,19406,1214,20620,2017,5.7,147812780.70999998
Norte ,PA,pau d'arco,1505551,493,294,787,2017,3.4,6289007.720000001
Norte ,PA,peixe-boi,1505601,339,467,806,2017,4.7,6203303.84
Norte ,PA,piçarra,1505635,602,856,1458,2017,4.4,11402991.36
Norte ,PA,placas,1505650,885,1361,2246,2017,4.1,16242754.84
Norte ,PA,ponta de pedras,1505700,1215,1458,2673,2017,4.2,18493115.75
Norte ,PA,portel,1505809,3961,6157,10118,2017,3.3,67767108.28999999
Norte ,PA,porto de moz,1505908,2427,4365,6792,2017,3.7,48364071.89
Norte ,PA,prainha,1506005,1383,3406,4789,2017,3.5,34964424.51
Norte ,PA,primavera,1506104,882,243,1125,2017,4.6,5654743.57
Norte ,PA,quatipuru,1506112,677,653,1330,2017,4.1,6147734.6
Norte ,PA,redenção,1506138,5677,362,6039,2017,4.8,48148473.75
Norte ,PA,rio maria,1506161,1374,138,1512,2017,4.8,10214520.12
Norte ,PA,rondon do pará,1506187,3076,649,3725,2017,4.9,27426511.39
Norte ,PA,rurópolis,1506195,1427,1321,2748,2017,4.8,18946799.62
Norte ,PA,salinópolis,1506203,3043,613,3656,2017,4.1,18979498.97
Norte ,PA,salvaterra,1506302,1018,1509,2527,2017,4.2,19609667.4
Norte ,PA,santa bárbara do pará,1506351,1144,1060,2204,2017,5.1,10409581.3
Norte ,PA,santa cruz do arari,1506401,188,528,716,2017,3.4,4466721.21
Norte ,PA,santa izabel do pará,1506500,2771,2847,5618,2017,4.1,
Norte ,PA,santa luzia do pará,1506559,1138,1049,2187,2017,3.8,16695784.05
Norte ,PA,santa maria das barreiras,1506583,149,1683,1832,2017,3.8,13508305.94
Norte ,PA,santa maria do pará,1506609,1087,910,1997,2017,4,11218219.51
Norte ,PA,santana do araguaia,1506708,2679,1092,3771,2017,3.9,32297764.54
Norte ,PA,santarém,1506807,17507,11982,29489,2017,5.5,194719139.6
Norte ,PA,santarém novo,1506906,236,567,803,2017,4.4,6079208.78
Norte ,PA,santo antônio do tauá,1507003,1176,1653,2829,2017,3.9,21282585.17
Norte ,PA,são caetano de odivelas,1507102,832,843,1675,2017,4,11105955.64
Norte ,PA,são domingos do araguaia,1507151,1896,457,2353,2017,3.9,17630994.45
Norte ,PA,são domingos do capim,1507201,1369,3190,4559,2017,3.5,27753242.67
Norte ,PA,são félix do xingu,1507300,2654,4334,6988,2017,4,51662181.620000005
Norte ,PA,são francisco do pará,1507409,564,844,1408,2017,4.4,11410177.42
Norte ,PA,são geraldo do araguaia,1507458,1626,895,2521,2017,4.4,18537976.32
Norte ,PA,são joão da ponta,1507466,132,466,598,2017,3.4,4991550.9
Norte ,PA,são joão de pirabas,1507474,1315,1093,2408,2017,3.9,17763618.59
Norte ,PA,são joão do araguaia,1507508,241,1472,1713,2017,3.7,11749219.73
Norte ,PA,são miguel do guamá,1507607,3831,2111,5942,2017,4.4,43294209.89
Norte ,PA,são sebastião da boa vista,1507706,1346,2090,3436,2017,4.1,24218808.92
Norte ,PA,sapucaia,1507755,593,65,658,2017,4.1,7008760.97
Norte ,PA,senador josé porfírio,1507805,1188,1415,2603,2017,4.4,15830166.59
Norte ,PA,soure,1507904,2369,256,2625,2017,4,13430891.29
Norte ,PA,tailândia,1507953,5674,2722,8396,2017,4.4,60933319.25
Norte ,PA,terra alta,1507961,429,670,1099,2017,4.8,6158792.3100000005
Norte ,PA,terra santa,1507979,1569,139,1708,2017,5.6,12610356.23
Norte ,PA,tomé-açu,1508001,4269,4209,8478,2017,4.6,63603469.85
Norte ,PA,tracuateua,1508035,940,2618,3558,2017,3.8,25504688.08
Norte ,PA,trairão,1508050,806,949,1755,2017,4.7,11789288.27
Norte ,PA,tucumã,1508084,2996,470,3466,2017,4.5,26435439.95
Norte ,PA,tucuruí,1508100,8864,1064,9928,2017,4.6,73054783.26
Norte ,PA,ulianópolis,1508126,2082,497,2579,2017,6,22048356.2
Norte ,PA,uruará,1508159,2260,2863,5123,2017,4.4,29224779.6
Norte ,PA,vigia,1508209,3183,1652,4835,2017,4.1,23657384.42
Norte ,PA,viseu,1508308,1765,6994,8759,2017,3.7,65220030.98
Norte ,PA,vitória do xingu,1508357,1150,1041,2191,2017,4.9,15211562.43
Norte ,PA,xinguara,1508407,2985,963,3948,2017,4.4,28470642.79
Norte ,AP,amapá,1600105,692,56,748,2017,3.5,4102775.16
Norte ,AP,calçoene,1600204,580,432,1012,2017,3.5,6423926.79
Norte ,AP,cutias,1600212,288,121,409,2017,3.1,2393372.37
Norte ,AP,ferreira gomes,1600238,784,72,856,2017,3.6,6837854.1
Norte ,AP,itaubal,1600253,354,274,628,2017,4.1,3151551.91
Norte ,AP,laranjal do jari,1600279,3059,168,3227,2017,4.3,22298895.68
Norte ,AP,macapá,1600303,21231,2798,24029,2017,4.6,146356435.06
Norte ,AP,mazagão,1600402,381,1075,1456,2017,3.8,9697096.26
Norte ,AP,oiapoque,1600501,1896,497,2393,2017,3.8,13533663.73
Norte ,AP,pedra branca do amapari,1600154,1022,180,1202,2017,4.5,5948365.26
Norte ,AP,porto grande,1600535,1363,524,1887,2017,3.7,13401090.73
Norte ,AP,pracuúba,1600550,277,276,553,2017,2.7,2799574.04
Norte ,AP,santana,1600600,5266,1107,6373,2017,4.8,40002604.38
Norte ,AP,serra do navio,1600055,222,283,505,2017,5.1,2289869.08
Norte ,AP,tartarugalzinho,1600709,1130,290,1420,2017,3.8,7468114.54
Norte ,AP,vitória do jari,1600808,1226,342,1568,2017,3.6,12143168.17
Norte ,TO,abreulândia,1700251,191,67,258,2017,4.9,1303565.9
Norte ,TO,aguiarnópolis,1700301,547,7,554,2017,4.4,3891602.1
Norte ,TO,aliança do tocantins,1700350,225,0,225,2017,6,2425070.93
Norte ,TO,almas,1700400,773,34,807,2017,4.5,3736889.51
Norte ,TO,alvorada,1700707,611,0,611,2017,5.6,4512073.3
Norte ,TO,ananás,1701002,861,131,992,2017,5.1,4748964.0
Norte ,TO,angico,1701051,288,41,329,2017,5,1808698.93
Norte ,TO,aparecida do rio negro,1701101,494,0,494,2017,5.7,3560830.9
Norte ,TO,aragominas,1701309,490,106,596,2017,4.4,2874696.65
Norte ,TO,araguacema,1701903,395,238,633,2017,4.5,4297409.18
Norte ,TO,araguaçu,1702000,412,51,463,2017,5.9,4710766.97
Norte ,TO,araguaína,1702109,9476,497,9973,2017,5.9,74523981.71
Norte ,TO,araguanã,1702158,363,121,484,2017,5.4,2734400.03
Norte ,TO,araguatins,1702208,1541,928,2469,2017,4.8,15736194.19
Norte ,TO,arapoema,1702307,499,0,499,2017,5.3,2769506.32
Norte ,TO,arraias,1702406,625,263,888,2017,5.1,4465634.61
Norte ,TO,augustinópolis,1702554,1276,291,1567,2017,5.7,7367398.2
Norte ,TO,aurora do tocantins,1702703,176,0,176,2017,-,1175930.85
Norte ,TO,axixá do tocantins,1702901,871,345,1216,2017,4.3,11489995.51
Norte ,TO,babaçulândia,1703008,388,256,644,2017,3.9,4981030.71
Norte ,TO,bandeirantes do tocantins,1703057,241,89,330,2017,4.7,1904589.72
Norte ,TO,barra do ouro,1703073,404,221,625,2017,4.1,2789685.88
Norte ,TO,barrolândia,1703107,475,0,475,2017,5.1,2912056.88
Norte ,TO,bernardo sayão,1703206,272,195,467,2017,4.9,3714262.51
Norte ,TO,bom jesus do tocantins,1703305,347,45,392,2017,5.5,2546764.39
Norte ,TO,brasilândia do tocantins,1703602,208,0,208,2017,5.7,1238973.15
Norte ,TO,brejinho de nazaré,1703701,322,13,335,2017,5.1,3140969.56
Norte ,TO,buriti do tocantins,1703800,644,136,780,2017,4.2,4054310.67
Norte ,TO,cachoeirinha,1703826,247,0,247,2017,4.6,1259940.97
Norte ,TO,campos lindos,1703842,1011,273,1284,2017,4.2,7885582.689999999
Norte ,TO,cariri do tocantins,1703867,325,0,325,2017,4.8,2509593.38
Norte ,TO,carmolândia,1703883,210,0,210,2017,4.2,1823619.2
Norte ,TO,carrasco bonito,1703891,251,144,395,2017,3.7,2777518.4
Norte ,TO,caseara,1703909,458,78,536,2017,4.6,2860538.22
Norte ,TO,centenário,1704105,195,17,212,2017,4.5,1744920.69
Norte ,TO,chapada da natividade,1705102,300,26,326,2017,5,1837909.98
Norte ,TO,chapada de areia,1704600,145,0,145,2017,4.1,1164514.3
Norte ,TO,colinas do tocantins,1705508,2287,0,2287,2017,5.3,18387407.04
Norte ,TO,colméia,1716703,567,84,651,2017,5.3,4409938.6
Norte ,TO,combinado,1705557,279,0,279,2017,5.4,1822191.56
Norte ,TO,conceição do tocantins,1705607,507,17,524,2017,5.3,2515178.14
Norte ,TO,couto magalhães,1706001,267,122,389,2017,4.7,
Norte ,TO,cristalândia,1706100,358,0,358,2017,4,2329502.56
Norte ,TO,crixás do tocantins,1706258,127,9,136,2017,4.8,1219603.15
Norte ,TO,darcinópolis,1706506,569,75,644,2017,4.6,3149329.98
Norte ,TO,dianópolis,1707009,1293,175,1468,2017,4.9,9761235.83
Norte ,TO,divinópolis do tocantins,1707108,635,0,635,2017,5.6,4195223.26
Norte ,TO,dois irmãos do tocantins,1707207,426,146,572,2017,4.8,3209505.33
