regiao,UF,municipio,codigo_municipio,urbana,rural,total,ano,ideb,fundeb
Sul ,RS,ipê,4310439,125,85,210,2017,6.6,2303430.78
Sul ,RS,ipiranga do sul,4310462,99,0,99,2017,6.4,938814.82
Sul ,RS,iraí,4310504,0,109,109,2017,-,2371770.0
Sul ,RS,itaara,4310538,296,0,296,2017,6.4,2981146.51
Sul ,RS,itacurubi,4310553,86,67,153,2017,5.2,1474099.21
Sul ,RS,itapuca,4310579,76,6,82,2017,5.2,1150454.24
Sul ,RS,itaqui,4310603,1214,254,1468,2017,4.7,19503638.44
Sul ,RS,itati,4310652,0,100,100,2017,,1019323.05
Sul ,RS,itatiba do sul,4310702,71,40,111,2017,6.2,1464897.49
Sul ,RS,ivorá,4310751,0,47,47,2017,-,538383.62
Sul ,RS,ivoti,4310801,1050,36,1086,2017,7.1,13722111.41
Sul ,RS,jaboticaba,4310850,121,53,174,2017,5.2,2069340.56
Sul ,RS,jacuizinho,4310876,57,65,122,2017,4.9,1393062.28
Sul ,RS,jacutinga,4310900,70,21,91,2017,-,1301777.51
Sul ,RS,jaguarão,4311007,825,81,906,2017,4.3,10799752.34
Sul ,RS,jaguari,4311106,240,39,279,2017,5.4,3369631.44
Sul ,RS,jaquirana,4311122,192,0,192,2017,5.3,2304831.67
Sul ,RS,jari,4311130,68,87,155,2017,-,1721216.85
Sul ,RS,jóia,4311155,45,106,151,2017,,2991832.66
Sul ,RS,júlio de castilhos,4311205,408,22,430,2017,5.3,6690482.05
Sul ,RS,lagoa bonita do sul,4311239,0,106,106,2017,-,1216256.57
Sul ,RS,lagoa dos três cantos,4311270,26,21,47,2017,-,542249.17
Sul ,RS,lagoa vermelha,4311304,447,89,536,2017,5.1,9272233.09
Sul ,RS,lagoão,4311254,0,308,308,2017,-,3744788.01
Sul ,RS,lajeado,4311403,2353,0,2353,2017,6.4,36355066.96
Sul ,RS,lajeado do bugre,4311429,0,119,119,2017,,1725537.44
Sul ,RS,lavras do sul,4311502,352,60,412,2017,4.9,3950892.54
Sul ,RS,liberato salzano,4311601,0,93,93,2017,-,1639165.0
Sul ,RS,lindolfo collor,4311627,276,60,336,2017,6,4101641.05
Sul ,RS,linha nova,4311643,68,0,68,2017,-,607807.67
Sul ,RS,maçambará,4311718,161,79,240,2017,5.2,
Sul ,RS,machadinho,4311700,236,0,236,2017,6.4,2343233.16
Sul ,RS,mampituba,4311734,113,72,185,2017,5.5,1925061.07
Sul ,RS,manoel viana,4311759,111,48,159,2017,4.1,2222716.12
Sul ,RS,maquiné,4311775,0,114,114,2017,-,2204531.07
Sul ,RS,maratá,4311791,0,57,57,2017,,1069331.01
Sul ,RS,marau,4311809,1319,109,1428,2017,5.9,22175420.75
Sul ,RS,marcelino ramos,4311908,0,174,174,2017,-,1298503.3
Sul ,RS,mariana pimentel,4311981,104,104,208,2017,4.7,2380984.84
Sul ,RS,mariano moro,4312005,0,2,2,2017,-,318367.78
Sul ,RS,marques de souza,4312054,108,0,108,2017,6.4,1770603.88
Sul ,RS,mata,4312104,75,72,147,2017,6.2,2017498.47
Sul ,RS,mato castelhano,4312138,0,39,39,2017,-,678727.14
Sul ,RS,mato leitão,4312153,90,101,191,2017,6.8,2829182.26
Sul ,RS,mato queimado,4312179,67,32,99,2017,-,1287826.32
Sul ,RS,maximiliano de almeida,4312203,56,22,78,2017,-,1296102.91
Sul ,RS,minas do leão,4312252,328,0,328,2017,6.3,3996501.01
Sul ,RS,miraguaí,4312302,96,50,146,2017,4.8,1764408.83
Sul ,RS,montauri,4312351,54,0,54,2017,7.3,455304.81
Sul ,RS,monte alegre dos campos,4312377,118,117,235,2017,5,2686657.76
Sul ,RS,monte belo do sul,4312385,0,104,104,2017,,1040060.67
Sul ,RS,montenegro,4312401,1491,592,2083,2017,5.8,28963020.63
Sul ,RS,mormaço,4312427,0,112,112,2017,-,1786901.29
Sul ,RS,morrinhos do sul,4312443,0,82,82,2017,-,1088401.95
Sul ,RS,morro redondo,4312450,154,80,234,2017,5.6,2443546.07
Sul ,RS,morro reuter,4312476,77,110,187,2017,-,2732145.65
Sul ,RS,mostardas,4312500,403,204,607,2017,5.2,6854650.6
Sul ,RS,muçum,4312609,173,0,173,2017,5,2334781.58
Sul ,RS,muitos capões,4312617,107,0,107,2017,6.5,1311906.58
Sul ,RS,muliterno,4312625,0,48,48,2017,,377452.45
Sul ,RS,não-me-toque,4312658,478,127,605,2017,5.4,8609094.81
Sul ,RS,nicolau vergueiro,4312674,0,52,52,2017,-,563258.29
Sul ,RS,nonoai,4312708,302,50,352,2017,6.8,5437473.98
Sul ,RS,nova alvorada,4312757,47,9,56,2017,-,1114936.86
Sul ,RS,nova araçá,4312807,218,0,218,2017,6.5,1792651.6
Sul ,RS,nova bassano,4312906,232,0,232,2017,6.4,3283164.52
Sul ,RS,nova boa vista,4312955,112,0,112,2017,6.8,1309617.12
Sul ,RS,nova bréscia,4313003,56,0,56,2017,-,785428.22
Sul ,RS,nova candelária,4313011,0,63,63,2017,-,1137949.66
Sul ,RS,nova esperança do sul,4313037,177,0,177,2017,6.1,2497588.51
Sul ,RS,nova hartz,4313060,1044,89,1133,2017,6,12220289.93
Sul ,RS,nova pádua,4313086,0,0,0,2017,,209177.84
Sul ,RS,nova palma,4313102,96,16,112,2017,5.6,1805303.52
Sul ,RS,nova petrópolis,4313201,567,36,603,2017,7.2,10084043.45
Sul ,RS,nova prata,4313300,528,187,715,2017,6.2,11107929.24
Sul ,RS,nova ramada,4313334,0,86,86,2017,-,1126077.92
Sul ,RS,nova roma do sul,4313359,0,99,99,2017,,959282.03
Sul ,RS,nova santa rita,4313375,1652,284,1936,2017,5.2,20077518.27
Sul ,RS,novo barreiro,4313490,0,114,114,2017,,1602160.33
Sul ,RS,novo cabrais,4313391,0,184,184,2017,,1875124.12
Sul ,RS,novo hamburgo,4313409,11182,631,11813,2017,5.9,105820484.7
Sul ,RS,novo machado,4313425,0,43,43,2017,,475029.66
Sul ,RS,novo tiradentes,4313441,61,13,74,2017,-,1308527.18
Sul ,RS,novo xingu,4313466,41,17,58,2017,,470398.53
Sul ,RS,osório,4313508,1257,384,1641,2017,5.8,17470413.189999998
Sul ,RS,paim filho,4313607,143,0,143,2017,5.5,1781511.59
Sul ,RS,palmares do sul,4313656,339,210,549,2017,5.2,6888566.74
Sul ,RS,palmeira das missões,4313706,289,280,569,2017,4.6,10746739.68
Sul ,RS,palmitinho,4313805,0,154,154,2017,,3644847.76
Sul ,RS,panambi,4313904,1198,192,1390,2017,5.9,20433898.97
Sul ,RS,pantano grande,4313953,412,86,498,2017,5.8,5710569.390000001
Sul ,RS,paraí,4314001,190,0,190,2017,6.4,2784183.96
Sul ,RS,paraíso do sul,4314027,89,155,244,2017,5,2611076.1
Sul ,RS,pareci novo,4314035,76,111,187,2017,6.4,2871633.57
Sul ,RS,parobé,4314050,3092,279,3371,2017,6,38174279.16
Sul ,RS,passa sete,4314068,0,204,204,2017,,2543505.94
Sul ,RS,passo do sobrado,4314076,0,227,227,2017,-,3287387.85
Sul ,RS,passo fundo,4314100,5925,72,5997,2017,5.6,67397463.77
Sul ,RS,paulo bento,4314134,73,0,73,2017,6.4,571903.81
Sul ,RS,paverama,4314159,250,48,298,2017,5.3,3646945.55
Sul ,RS,pedras altas,4314175,60,88,148,2017,5.2,1630072.41
Sul ,RS,pedro osório,4314209,267,0,267,2017,4,2539713.85
Sul ,RS,pejuçara,4314308,150,0,150,2017,6.1,1979318.05
Sul ,RS,pelotas,4314407,9495,1253,10748,2017,5.2,116997432.13
Sul ,RS,picada café,4314423,128,111,239,2017,8,3527722.27
Sul ,RS,pinhal,4314456,0,63,63,2017,-,1198074.03
Sul ,RS,pinhal da serra,4314464,111,13,124,2017,5.6,1499843.29
Sul ,RS,pinhal grande,4314472,77,80,157,2017,6.4,1995702.51
Sul ,RS,pinheirinho do vale,4314498,90,91,181,2017,-,2818463.43
Sul ,RS,pinheiro machado,4314506,393,162,555,2017,4.8,6563256.9
Sul ,RS,pinto bandeira,4314548,0,53,53,2017,,617328.15
Sul ,RS,pirapó,4314555,0,79,79,2017,,941553.1
Sul ,RS,piratini,4314605,99,334,433,2017,4,7444751.71
Sul ,RS,planalto,4314704,257,49,306,2017,5.9,4510854.93
Sul ,RS,poço das antas,4314753,96,0,96,2017,-,1009198.4
Sul ,RS,pontão,4314779,120,34,154,2017,5.7,2397107.65
Sul ,RS,ponte preta,4314787,0,63,63,2017,,398162.6
Sul ,RS,portão,4314803,1871,131,2002,2017,5.8,17225766.15
Sul ,RS,porto alegre,4314902,19355,0,19355,2017,-,278027821.07
Sul ,RS,porto lucena,4315008,0,60,60,2017,,1015315.18
Sul ,RS,porto mauá,4315057,104,0,104,2017,5.4,838779.1699999999
Sul ,RS,porto vera cruz,4315073,0,52,52,2017,,387861.45
Sul ,RS,porto xavier,4315107,0,234,234,2017,,4243401.12
Sul ,RS,pouso novo,4315131,0,44,44,2017,,911537.34
Sul ,RS,presidente lucena,4315149,25,115,140,2017,,1532630.73
Sul ,RS,progresso,4315156,90,82,172,2017,6.5,2248318.42
Sul ,RS,protásio alves,4315172,106,0,106,2017,5.8,701165.59
Sul ,RS,putinga,4315206,132,0,132,2017,5.8,1450633.53
Sul ,RS,quaraí,4315305,330,58,388,2017,6.3,7987275.439999999
Sul ,RS,quatro irmãos,4315313,98,0,98,2017,6.4,967751.69
Sul ,RS,quevedos,4315321,0,88,88,2017,,1088951.91
Sul ,RS,quinze de novembro,4315354,102,51,153,2017,6.8,2097654.61
Sul ,RS,redentora,4315404,138,118,256,2017,5.4,3113147.33
Sul ,RS,relvado,4315453,0,26,26,2017,-,277587.66
Sul ,RS,restinga seca,4315503,317,215,532,2017,4.6,5852203.72
Sul ,RS,rio dos índios,4315552,0,70,70,2017,-,1249799.61
Sul ,RS,rio grande,4315602,7887,1254,9141,2017,5.3,90778801.26
Sul ,RS,rio pardo,4315701,68,524,592,2017,4.3,11659959.86
Sul ,RS,riozinho,4315750,126,63,189,2017,6.5,2427846.03
Sul ,RS,roca sales,4315800,117,237,354,2017,6,5309729.86
Sul ,RS,rodeio bonito,4315909,0,167,167,2017,-,3002636.25
Sul ,RS,rolador,4315958,0,63,63,2017,,646043.01
Sul ,RS,rolante,4316006,744,175,919,2017,6,12926188.02
Sul ,RS,ronda alta,4316105,55,73,128,2017,,2489365.45
Sul ,RS,rondinha,4316204,149,0,149,2017,6.5,2096233.92
Sul ,RS,roque gonzales,4316303,0,253,253,2017,-,2915382.22
Sul ,RS,rosário do sul,4316402,590,176,766,2017,4.9,10169611.14
Sul ,RS,sagrada família,4316428,46,25,71,2017,-,957446.79
Sul ,RS,saldanha marinho,4316436,71,0,71,2017,6.6,1116063.7
Sul ,RS,salto do jacuí,4316451,326,100,426,2017,4.9,5357942.34
Sul ,RS,salvador das missões,4316477,0,41,41,2017,-,1090819.85
Sul ,RS,salvador do sul,4316501,250,32,282,2017,6.6,3560676.73
Sul ,RS,sananduva,4316600,451,30,481,2017,5.8,6359312.32
Sul ,RS,sant'ana do livramento,4317103,1142,432,1574,2017,4.8,
Sul ,RS,santa bárbara do sul,4316709,249,37,286,2017,5.3,3942839.86
Sul ,RS,santa cecília do sul,4316733,63,12,75,2017,-,1000128.88
Sul ,RS,santa clara do sul,4316758,148,82,230,2017,,3298420.91
Sul ,RS,santa cruz do sul,4316808,2459,619,3078,2017,5.9,49181880.54
Sul ,RS,santa margarida do sul,4316972,122,5,127,2017,5.7,1259901.61
Sul ,RS,santa maria,4316907,6705,594,7299,2017,5.7,82462247.49
Sul ,RS,santa maria do herval,4316956,134,57,191,2017,7.1,2964961.58
Sul ,RS,santa rosa,4317202,1561,125,1686,2017,6.4,28949172.06
Sul ,RS,santa tereza,4317251,0,25,25,2017,,328159.13
Sul ,RS,santa vitória do palmar,4317301,792,434,1226,2017,4.6,17416126.64
Sul ,RS,santana da boa vista,4317004,175,108,283,2017,4.6,3149656.4
Sul ,RS,santiago,4317400,1156,77,1233,2017,6.1,17574108.86
Sul ,RS,santo ângelo,4317509,1768,124,1892,2017,5.5,24966836.69
Sul ,RS,santo antônio da patrulha,4317608,893,309,1202,2017,5.8,17104244.22
Sul ,RS,santo antônio das missões,4317707,374,56,430,2017,5.4,5009550.86
Sul ,RS,santo antônio do palma,4317558,107,0,107,2017,5.5,967606.81
Sul ,RS,santo antônio do planalto,4317756,135,0,135,2017,7,1030573.77
Sul ,RS,santo augusto,4317806,318,85,403,2017,6.1,6961850.82
Sul ,RS,santo cristo,4317905,502,30,532,2017,6.3,6092500.38
Sul ,RS,santo expedito do sul,4317954,0,60,60,2017,-,1056163.0
Sul ,RS,são borja,4318002,1720,214,1934,2017,5.3,22497924.27
Sul ,RS,são domingos do sul,4318051,0,0,0,2017,,401275.23
Sul ,RS,são francisco de assis,4318101,544,65,609,2017,5.8,7515266.4
Sul ,RS,são francisco de paula,4318200,332,163,495,2017,4.9,6163882.96
Sul ,RS,são gabriel,4318309,1956,277,2233,2017,4.9,25670310.69
Sul ,RS,são jerônimo,4318408,265,282,547,2017,4.9,7047612.67
Sul ,RS,são joão da urtiga,4318424,105,0,105,2017,6.4,1301888.9
Sul ,RS,são joão do polêsine,4318432,0,52,52,2017,,761586.61
Sul ,RS,são jorge,4318440,0,47,47,2017,-,580466.29
Sul ,RS,são josé das missões,4318457,0,105,105,2017,-,1335009.53
Sul ,RS,são josé do herval,4318465,0,99,99,2017,,1455473.45
Sul ,RS,são josé do hortêncio,4318481,193,60,253,2017,6.7,2514293.46
Sul ,RS,são josé do inhacorá,4318499,0,106,106,2017,,1340728.43
Sul ,RS,são josé do norte,4318507,965,330,1295,2017,5.1,12404004.81
Sul ,RS,são josé do ouro,4318606,92,74,166,2017,4.4,2395243.27
Sul ,RS,são josé do sul,4318614,47,27,74,2017,5.3,1122597.76
Sul ,RS,são josé dos ausentes,4318622,205,51,256,2017,5.4,2724928.13
Sul ,RS,são leopoldo,4318705,10646,125,10771,2017,5.3,114090025.64
Sul ,RS,são lourenço do sul,4318804,830,761,1591,2017,5.1,18387246.79
Sul ,RS,são luiz gonzaga,4318903,717,70,787,2017,5.5,12291052.0
Sul ,RS,são marcos,4319000,458,166,624,2017,6.2,7831382.36
Sul ,RS,são martinho,4319109,211,14,225,2017,6.7,2721240.53
Sul ,RS,são martinho da serra,4319125,0,99,99,2017,-,749815.66
Sul ,RS,são miguel das missões,4319158,132,234,366,2017,5.6,4359079.51
Sul ,RS,são nicolau,4319208,107,35,142,2017,4.6,2343375.44
Sul ,RS,são paulo das missões,4319307,248,57,305,2017,6.6,3205404.1
Sul ,RS,são pedro da serra,4319356,100,51,151,2017,6.9,1557133.99
Sul ,RS,são pedro das missões,4319364,0,63,63,2017,-,902849.16
Sul ,RS,são pedro do butiá,4319372,0,52,52,2017,,938176.97
Sul ,RS,são pedro do sul,4319406,377,134,511,2017,5.7,6174308.19
Sul ,RS,são sebastião do caí,4319505,192,831,1023,2017,4.9,13693038.8
Sul ,RS,são sepé,4319604,485,166,651,2017,5.1,8506183.95
Sul ,RS,são valentim,4319703,85,14,99,2017,7.3,1324753.32
Sul ,RS,são valentim do sul,4319711,53,0,53,2017,,515654.45
Sul ,RS,são valério do sul,4319737,39,20,59,2017,4.9,715446.69
Sul ,RS,são vendelino,4319752,77,0,77,2017,6.1,1139992.66
Sul ,RS,são vicente do sul,4319802,199,53,252,2017,6.1,3301508.92
Sul ,RS,sapiranga,4319901,4213,68,4281,2017,6.4,53043244.11
Sul ,RS,sapucaia do sul,4320008,6389,0,6389,2017,5.4,68822189.4
Sul ,RS,sarandi,4320107,633,0,633,2017,6.3,8673800.92
Sul ,RS,seberi,4320206,148,121,269,2017,4.2,4643300.01
Sul ,RS,sede nova,4320230,132,0,132,2017,6.3,1541159.2
Sul ,RS,segredo,4320263,0,216,216,2017,,2986064.94
Sul ,RS,selbach,4320305,0,70,70,2017,,1800161.01
Sul ,RS,senador salgado filho,4320321,0,115,115,2017,,759477.0599999999
Sul ,RS,sentinela do sul,4320354,0,210,210,2017,-,1878674.5
Sul ,RS,serafina corrêa,4320404,322,76,398,2017,6,7755568.45
Sul ,RS,sério,4320453,0,103,103,2017,-,693240.67
Sul ,RS,sertão,4320503,137,30,167,2017,6.3,2823083.46
Sul ,RS,sertão santana,4320552,0,338,338,2017,-,3863920.84
Sul ,RS,sete de setembro,4320578,0,56,56,2017,-,443307.17
Sul ,RS,severiano de almeida,4320602,0,82,82,2017,-,1295573.66
Sul ,RS,silveira martins,4320651,0,105,105,2017,-,1040188.57
Sul ,RS,sinimbu,4320677,128,342,470,2017,5.6,5509661.74
Sul ,RS,sobradinho,4320701,471,73,544,2017,5.8,7289617.26
Sul ,RS,soledade,4320800,449,191,640,2017,5.5,12385537.15
Sul ,RS,tabaí,4320859,10,243,253,2017,,2804521.02
Sul ,RS,tapejara,4320909,620,103,723,2017,6.3,8442065.26
Sul ,RS,tapera,4321006,238,7,245,2017,6.8,3430508.46
Sul ,RS,tapes,4321105,486,15,501,2017,5.6,7128182.88
Sul ,RS,taquara,4321204,1352,560,1912,2017,5.8,24524801.57
Sul ,RS,taquari,4321303,425,130,555,2017,5.1,8914318.91
Sul ,RS,taquaruçu do sul,4321329,97,0,97,2017,7.2,1497453.81
Sul ,RS,tavares,4321352,119,40,159,2017,4.5,1789388.61
Sul ,RS,tenente portela,4321402,317,49,366,2017,5.5,5868183.96
Sul ,RS,terra de areia,4321436,486,94,580,2017,5.4,6214460.12
Sul ,RS,teutônia,4321451,1135,127,1262,2017,6.3,17917923.3
Sul ,RS,tio hugo,4321469,84,81,165,2017,6.9,2169954.96
Sul ,RS,tiradentes do sul,4321477,0,156,156,2017,-,2166094.11
Sul ,RS,toropi,4321493,0,133,133,2017,-,865406.23
Sul ,RS,torres,4321501,597,438,1035,2017,5.5,14785562.92
Sul ,RS,tramandaí,4321600,2841,11,2852,2017,5.2,27434226.78
Sul ,RS,travesseiro,4321626,83,0,83,2017,7,897883.39
Sul ,RS,três arroios,4321634,0,30,30,2017,-,421900.2
Sul ,RS,três cachoeiras,4321667,175,82,257,2017,6.1,3235190.77
Sul ,RS,três coroas,4321709,1687,0,1687,2017,6.5,18362474.67
Sul ,RS,três de maio,4321808,525,31,556,2017,6.1,8276460.9
Sul ,RS,três forquilhas,4321832,0,98,98,2017,-,1338947.22
Sul ,RS,três palmeiras,4321857,158,59,217,2017,6.5,2657430.82
Sul ,RS,três passos,4321907,604,99,703,2017,6.3,11475663.29
Sul ,RS,trindade do sul,4321956,188,47,235,2017,5.7,3029841.52
Sul ,RS,triunfo,4322004,1088,342,1430,2017,5,17611250.05
Sul ,RS,tucunduva,4322103,61,0,61,2017,5,1562130.41
Sul ,RS,tunas,4322152,0,166,166,2017,-,1790323.15
Sul ,RS,tupanci do sul,4322186,67,6,73,2017,6.5,820522.59
Sul ,RS,tupanciretã,4322202,645,178,823,2017,5.4,11361476.24
Sul ,RS,tupandi,4322251,219,62,281,2017,6.9,3979473.19
Sul ,RS,tuparendi,4322301,273,0,273,2017,6.8,2430766.95
Sul ,RS,turuçu,4322327,177,92,269,2017,6,2688900.56
Sul ,RS,ubiretama,4322343,0,63,63,2017,-,393332.71
Sul ,RS,união da serra,4322350,0,0,0,2017,,219784.42
Sul ,RS,unistalda,4322376,0,56,56,2017,-,826434.1900000001
Sul ,RS,uruguaiana,4322400,3788,335,4123,2017,5.3,51868293.32
Sul ,RS,vacaria,4322509,2188,204,2392,2017,5,28079235.16
Sul ,RS,vale do sol,4322533,0,353,353,2017,-,4500170.0
Sul ,RS,vale real,4322541,0,208,208,2017,-,2842097.68
Sul ,RS,vale verde,4322525,114,69,183,2017,-,1645434.81
Sul ,RS,vanini,4322558,105,0,105,2017,5.5,972868.18
Sul ,RS,venâncio aires,4322608,1030,429,1459,2017,6.3,23250203.79
Sul ,RS,vera cruz,4322707,499,332,831,2017,6.1,11730649.66
Sul ,RS,veranópolis,4322806,831,0,831,2017,6.4,12160034.6
Sul ,RS,vespasiano correa,4322855,92,0,92,2017,6.4,617264.27
Sul ,RS,viadutos,4322905,139,0,139,2017,7.5,1730166.54
Sul ,RS,viamão,4323002,10088,1711,11799,2017,5,107665822.49
Sul ,RS,vicente dutra,4323101,99,24,123,2017,-,1932921.81
Sul ,RS,victor graeff,4323200,67,29,96,2017,6.3,1587838.79
Sul ,RS,vila flores,4323309,150,0,150,2017,6.2,1720851.29
Sul ,RS,vila lângaro,4323358,100,0,100,2017,6.2,807617.03
Sul ,RS,vila maria,4323408,109,0,109,2017,6.1,1470473.63
Sul ,RS,vila nova do sul,4323457,198,0,198,2017,5.8,2191124.39
Sul ,RS,vista alegre,4323507,0,50,50,2017,,931703.82
Sul ,RS,vista alegre do prata,4323606,94,0,94,2017,7,468731.68
Sul ,RS,vista gaúcha,4323705,74,30,104,2017,-,1399263.08
Sul ,RS,vitória das missões,4323754,0,92,92,2017,,1389141.1
Sul ,RS,westfalia,4323770,102,60,162,2017,6.8,1832051.94
Sul ,RS,xangri-lá,4323804,1131,0,1131,2017,5.4,12793201.07
Centro-Oeste ,MS,água clara,5000203,996,69,1065,2017,6.3,8789922.81
Centro-Oeste ,MS,alcinópolis,5000252,267,40,307,2017,5.6,2434674.88
Centro-Oeste ,MS,amambai,5000609,1059,1654,2713,2017,4.8,
Centro-Oeste ,MS,anastácio,5000708,484,243,727,2017,4,8544682.7
Centro-Oeste ,MS,anaurilândia,5000807,368,99,467,2017,4.4,2642457.29
Centro-Oeste ,MS,angélica,5000856,799,0,799,2017,5.6,5022408.68
Centro-Oeste ,MS,antônio joão,5000906,273,175,448,2017,5.1,4939782.6
Centro-Oeste ,MS,aparecida do taboado,5001003,1074,0,1074,2017,6,7457749.96
Centro-Oeste ,MS,aquidauana,5001102,690,1048,1738,2017,4.3,17221831.53
Centro-Oeste ,MS,aral moreira,5001243,575,592,1167,2017,-,6749811.899999999
Centro-Oeste ,MS,bandeirantes,5001508,310,90,400,2017,5.9,2914951.79
Centro-Oeste ,MS,bataguassu,5001904,758,253,1011,2017,5.9,8537336.23
Centro-Oeste ,MS,batayporã,5002001,490,46,536,2017,5.7,4485987.15
Centro-Oeste ,MS,bela vista,5002100,849,413,1262,2017,4.8,10679057.68
Centro-Oeste ,MS,bodoquena,5002159,659,58,717,2017,5.1,5008511.7
Centro-Oeste ,MS,bonito,5002209,1426,149,1575,2017,5,10282743.06
Centro-Oeste ,MS,brasilândia,5002308,621,87,708,2017,4.9,6641606.63
Centro-Oeste ,MS,caarapó,5002407,757,936,1693,2017,5.1,16430532.57
Centro-Oeste ,MS,camapuã,5002605,626,25,651,2017,4.8,5039535.52
Centro-Oeste ,MS,campo grande,5002704,41807,1116,42923,2017,5.7,385088087.47
Centro-Oeste ,MS,caracol,5002803,323,89,412,2017,5.5,3631713.87
Centro-Oeste ,MS,cassilândia,5002902,817,0,817,2017,5,8774824.8
Centro-Oeste ,MS,chapadão do sul,5002951,1522,118,1640,2017,5.4,14144746.34
Centro-Oeste ,MS,corguinho,5003108,292,99,391,2017,5.3,2431499.46
Centro-Oeste ,MS,coronel sapucaia,5003157,1029,516,1545,2017,4.3,11886896.47
Centro-Oeste ,MS,corumbá,5003207,5417,787,6204,2017,4.8,51604232.13
Centro-Oeste ,MS,costa rica,5003256,1473,62,1535,2017,6.2,15109399.59
Centro-Oeste ,MS,coxim,5003306,586,91,677,2017,4.7,10489298.81
Centro-Oeste ,MS,deodápolis,5003454,174,0,174,2017,4.3,2552512.14
Centro-Oeste ,MS,dois irmãos do buriti,5003488,382,347,729,2017,4.8,7302987.42
Centro-Oeste ,MS,douradina,5003504,136,72,208,2017,5,2170177.42
Centro-Oeste ,MS,dourados,5003702,11139,2917,14056,2017,5.6,102364153.92
Centro-Oeste ,MS,eldorado,5003751,370,82,452,2017,4.7,4245721.06
Centro-Oeste ,MS,fátima do sul,5003801,890,159,1049,2017,5.6,7163107.08
Centro-Oeste ,MS,figueirão,5003900,212,0,212,2017,5.9,1263665.66
Centro-Oeste ,MS,glória de dourados,5004007,539,0,539,2017,5.8,3244684.8200000003
Centro-Oeste ,MS,guia lopes da laguna,5004106,493,0,493,2017,5.2,4457535.8
Centro-Oeste ,MS,iguatemi,5004304,479,175,654,2017,5.2,5738692.66
Centro-Oeste ,MS,inocência,5004403,434,67,501,2017,5.6,2919990.06
Centro-Oeste ,MS,itaporã,5004502,698,0,698,2017,5.2,5505166.36
Centro-Oeste ,MS,itaquiraí,5004601,549,675,1224,2017,5.2,11223792.45
Centro-Oeste ,MS,ivinhema,5004700,899,160,1059,2017,5.5,8205003.95
Centro-Oeste ,MS,japorã,5004809,0,1063,1063,2017,-,9613920.45
Centro-Oeste ,MS,jaraguari,5004908,354,115,469,2017,4.5,2249412.67
Centro-Oeste ,MS,jardim,5005004,1761,89,1850,2017,5.2,11804631.09
Centro-Oeste ,MS,jateí,5005103,0,69,69,2017,,1388439.11
Centro-Oeste ,MS,juti,5005152,450,74,524,2017,4.4,3298021.85
Centro-Oeste ,MS,ladário,5005202,1687,22,1709,2017,4.4,13933579.54
Centro-Oeste ,MS,laguna carapã,5005251,392,278,670,2017,5.1,5331618.79
Centro-Oeste ,MS,maracaju,5005400,2509,153,2662,2017,5.4,20890302.3
Centro-Oeste ,MS,miranda,5005608,1087,988,2075,2017,4.4,15774988.95
Centro-Oeste ,MS,mundo novo,5005681,254,0,254,2017,5,5184784.29
Centro-Oeste ,MS,naviraí,5005707,2490,22,2512,2017,6.2,26211947.35
Centro-Oeste ,MS,nioaque,5005806,521,405,926,2017,5.2,8097768.67
Centro-Oeste ,MS,nova alvorada do sul,5006002,1354,346,1700,2017,5.4,14281613.21
Centro-Oeste ,MS,nova andradina,5006200,1822,612,2434,2017,7.2,25147955.0
Centro-Oeste ,MS,novo horizonte do sul,5006259,403,0,403,2017,5.4,3491668.39
Centro-Oeste ,MS,paraíso das águas,5006275,521,0,521,2017,5.6,4069086.02
Centro-Oeste ,MS,paranaíba,5006309,1182,175,1357,2017,5.6,14543415.88
Centro-Oeste ,MS,paranhos,5006358,748,998,1746,2017,5,13719588.59
Centro-Oeste ,MS,pedro gomes,5006408,418,0,418,2017,4.5,2705854.36
Centro-Oeste ,MS,ponta porã,5006606,5488,515,6003,2017,5.8,42540224.88
Centro-Oeste ,MS,porto murtinho,5006903,786,472,1258,2017,4.8,10242649.58
Centro-Oeste ,MS,ribas do rio pardo,5007109,1334,325,1659,2017,4.9,12443863.26
Centro-Oeste ,MS,rio brilhante,5007208,2453,125,2578,2017,5.2,22670849.08
Centro-Oeste ,MS,rio negro,5007307,224,0,224,2017,4.4,2183830.41
Centro-Oeste ,MS,rio verde de mato grosso,5007406,1224,0,1224,2017,5.5,7705641.21
Centro-Oeste ,MS,rochedo,5007505,386,0,386,2017,5.6,2467006.48
Centro-Oeste ,MS,santa rita do pardo,5007554,396,127,523,2017,4.5,3966692.66
Centro-Oeste ,MS,são gabriel do oeste,5007695,1751,62,1813,2017,6,14271663.79
Centro-Oeste ,MS,selvíria,5007802,464,138,602,2017,5.4,3756180.29
Centro-Oeste ,MS,sete quedas,5007703,163,97,260,2017,4.3,3235949.81
Centro-Oeste ,MS,sidrolândia,5007901,2314,982,3296,2017,5,29243382.32
Centro-Oeste ,MS,sonora,5007935,954,80,1034,2017,5.6,9133778.31
Centro-Oeste ,MS,tacuru,5007950,409,576,985,2017,4.1,7564099.0
Centro-Oeste ,MS,taquarussu,5007976,180,0,180,2017,5.9,2321598.05
Centro-Oeste ,MS,terenos,5008008,506,607,1113,2017,6.1,9874359.61
Centro-Oeste ,MS,três lagoas,5008305,7346,131,7477,2017,6.2,53605258.92
Centro-Oeste ,MS,vicentina,5008404,268,88,356,2017,5.4,2213579.16
